"Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание"
"Б0001564;Клей для плитки B3000 (25кг);Сухие строительные смеси;Клей для плитки;;20900;20460;29;;;меш;bau2000;0;Клеевой раствор обладает прочностью сцепления с самыми различными поверхностямив нормальных и жестких условиях эксплуатации. Отличается пластичностьюоднородностьюдлительной жизнеспособностьюводо-морозостойкостью. Применяется для укладки настенныхнапольных плитокв том числе тяжелых плитна сложные поверхностина поверхностипокрытые краскойстарой керамической плиткойповерхности легких бетоновгипсокартонаДСП и др. материлов и поверхностей с плохой адгезной способностью."
"Б0000244;Клей для плитки ЕК 3000  (25кг);Сухие строительные смеси;Клей для плитки;;25220;25220;2;;;меш;ek3000;0;Клей применяется для укладки керамической плиткиплит из природного и искусственного камня водопоглощением не менее 1 % на вертикальные и горизонтальные оштукатуренныебетонныегазобетонныекирпичныегипсокартонные и другие минеральные основания. Для внутренних и наружных работ. Клей является строительным раствором широкого применения: может использоваться для заполнения межплиточных швоввыравнивания поверхностей слоем до 5 мма также в качестве высокопрочного кладочного раствора."
"Б0000514;Клей для плитки усиленный \Холдер\ (25) кг PERFEKTA;Сухие строительные смеси;Клей для плитки;;26125;25575;27;Прочность сцепления с основаниемне менее:08 МПа/#Прочность на сжатие:10 МПа/Количество воды на 25 кг смеси:54434175 л/Расход при толщине слоя 1 мм:13 кг на м2/Рекомендуемая толщина слоя:2-30 мм/Открытое время:15 минут/#Время корректировки плитки:20 минут/Жизнеспособность раствора:3 часа/Морозостойкость:50циклов;1;меш;kley_holder_r;0;Предназначен для укладки керамической плитки любого размера, малоформатного (до 30*30) керамогранита на пол и стены, среднеформатных (до 45*45см) керамогранитныхнатуральных или искусственных каменных плит на пол. Армирован фиброволокном. Для наружных и внутренних работ. <br>Техн. характеристики: Прочность сцепления с основаниемне менее 08 МПапрочность на сжатиене менее 10 МПакол-во воды на 25 кг смеси 54434175 лрасход при толшине слоя 1 мм 13кг/м2рекоменд толшина слоя 2-30мм. Темп. эксплуат. от -50 до +70 град."
"Б0026101;Клей для блоков \Пеноблок\ (25кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;23750;23250;7;Прочность на сжатие:8 МПа/Расход при толщине слоя 2 мм:25 кг/м2/#Расход смеси на 1 м3 блоковне более:17 кг/Количество воды на 25 кг смеси:54437225 л/Рекомендуемая толщина слоя:2-8 мм/Жизнеспособность раствора:3 часа/Время укладки:30 минут/#Морозостойкость:50циклов;;меш;kley_penoblok_r;0;КЛЕЙ МОНТАЖНЫЙ Perfekta® “ПЕНОБЛОК” предназначен для кладки стен и перегородок из блоков и плит на основе ячеистого бетона (пено- и газобетон)газосиликатаа также пенополистиролбетона. Используется для тонкослойной кладки пазовых и беспазовых блоков.<br>Позволяет укладывать блоки тонкими швами – от 2 ммчто предотвращает возникновение термических мостиков между блоками. Водо- морозостойкий. Обладает высокой прочностью и адгезией. Высокая пластичность делает материал удобным в работе<br> Расход при толщине слоя 2 мм 25 кг/ м2"
"Б0000533;Клей для каминов СуперКамин ТермоКлей  \Плитонит Т\ 25кг;Сухие строительные смеси;Монтажные смеси;;81700;79980;1;;;меш;;0;Термостойкий клей с армирующими волокнами для облицовки печей и каминов.Смесь предназначена для приклеивания облицовочной плитки из керамикикерамогранитанатур. и искуств. камня при отделке кирпичных пов-стей печейкаминов и бетонных основанийподверженных t воздействию внутри помещений.Может применяться в качестве шпаклёвки и затирки для швов между плитками на основанияхподверженных воздействию t. Расход материала: 25 кг на 9 кв.м (укладка плитки)25 кг на 19кв.м (шпаклевание 1 мм)."
"Б0026094;Клей монтажный \Гипсолит\ (30кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;31255;30597;10;;;меш;Gipsolit_r;0;Для приклеивания гипсокартонных и гипсоволокнистых листов (ГКЛГВЛ)пазогребневых плит (ПГП)а также пенополистирольных и минераловатных плит на поверхности стен внутри помещений с нормальной влажностью. Позволяет выравнивать поверхности стен листами без использования дополнительных механических крепленийобладает высокой адгезиейбыстрым твердением и набором прочности. Применяется в качестве базовой шпаклевки для выравнивания стен и потолков. Наносится на бетонгазо- и пенобетонкирпичГКЛГВЛПГПЦСПСМЛгипсовые и цементные штукатурки. <br> Расход при слое 5 мм 	 5 кг/м2"
"Б0026198;Клей монтажный для теплоизоляции \Экотек\ (25кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;36385;35619;74;;;меш;kley_ecotek_r;0;Предназначен для монтажа всех видов теплоизоляционных пенополистирольных и минераловатных плит внутри и снаружи зданий. Обладает высокой прочностьюадгезиейпаропроницаемостьюводо- и морозостойкостью. Основания: бетонгазо- и пенобетонкирпичная и каменная кладкацементные и гипсовые штукатуркивсе виды стяжек и фасады выше цокольной части. Расход 30 – 40 кг сухой смеси на 1квм поверхности"
"Б0003586;Штукатурно- клеевой состав \Термотек\ (25 кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;39615;38781;34;;;меш;termotek_r;0;Для монтажа пенополистирольных и минераловатных плитсоздания армированного базового штукатурного слоя. Рекомендуется для применения в системах утепления фасадов штукатурного типа для новых и старых зданийа также для создания промежуточного штукатурного слоянаносимого на гладкое бетонное основание и на поверхностяхподверженных нагреву до 100 градусовв том числе для облицовки каминов керамической плиткой. Расход при слое 1 мм 1-15кг/кв.м. Рекомендуемая толщина 2-10 мм"
"Б0002710;Валик игольчатый малая игла72мм х 400мм;Сухие строительные смеси;Смеси для устройства полов;;29925;29295;1;;;шт;valik_dlya_pola;0;Используется для наливных полов."
"Б0026087;Наливной пол \Цементный\(1-15мм) тонкослойный (25кг) PERFEKTA;Сухие строительные смеси;Смеси для устройства полов;;43510;42594;47;;;меш;pol_zement_r;0;Идеальная ровность поверхностидля жилыхофисныхторговых общественных помещений. Под укладку керамической плиткипаркетаковролиналинолеумаламината и др. Для системы теплый пол. Применяется для наружных и внутренних работ в помещениях с любым уровнем влажности. Для ручного и машинного нанесения.Техн. характеристики: прочность на сжатие 20 МПапрочность на изгибне менее 4МПапрочность сцепления с основаниемне менее 08МПа. Количество воды на 25 кг смеси 54434175л. Рекомендуемая толщина слоя 1-15 ммрастекаемость готового раствора 300-320 ммжизнеспособность раствора (в открытой таре) 60минутжизнеспособность раствора на основании 30 минут. Время пешего хождения через 6 часов. Расход смеси при слое 1 мм 16 кг/кв.м."
"Б0003585;Наливной пол б/твердеющий (2-200мм) Мультислой (20 кг) PERFEKTA;Сухие строительные смеси;Смеси для устройства полов;;32585;31899;7;;;меш;pol_nalivnoy_mult;1;Предназначен для высококачественного выравниванияа также для устранения дефектов (трещинвыбоинсколов и т.п.) половэксплуатируемых в условиях низких и умеренных нагрузок. Рекомендуется для использования в системе \""теплый пол\"". Применяется для внутренних работ в помещениях с нормальной и повышенной влажностью. Наносится ручным или машинным способом. Рекомендуемая толщина слоя 2-200 мм.Техн. характеристики: прочность на сжатие 20МПапрочность сцепления с основанием не менее 08 МПапрочность на изгиб не менее 5 МПа. Растекаемость готового раствора 280-320ммжизнеспособность раствора (в открытой таре) 60 минутжизнеспособность раствора на основании 30 минутвремя пешего хождения через 2-3 часаготовность к укладке напольных покрытий 1-3 суток. Расход смеси при слое 10мм - 14 кг/кв.м."
"Б0003584;Наливной ровнитель \Профислой\ (10-70мм)высокопрочный (25 кг) PERFEKTA;Сухие строительные смеси;Смеси для устройства полов;;37905;37107;84;;;меш;pol_profisloy_r;0;Предназначен для выравнивания и устройства прочного полаэксплуатируемого в условиях низкихумеренных и значительных нагрузок (жилыеадминистративныеторговые и общественные помещенияэксплуатируемые кровлибалконытеррасыгаражиавтомобильные стоянки и промышленные помещения с умеренной нагрузкой). Для всех видов стяжекукрытия трубопроводов и др. коммуникаций. Рекомендуется для использования в системе \""теплый пол\"". Применяется для внутренних и наружных работ. Наносится ручным или машинным способом.Техн. характеристики: прочность на сжатие 30МПапрочность на изгибне менее 7МПапрочность сцепления с основаниемне менее 08 МПа. Количество воды на 25 кг смеси 30-35л. Толщина слоя 10-70 мм. Подвижность смеси - растекаемость (марка) 180-220мм. Жизнеспособность раствора (в открытой таре) 60 минутжизнеспособность раствора на основании 30 минутвремя пешего хождения через 12 часовтепмература эксплуатации от -50град. до +70град. Расход смеси при слое 10 мм - 20 кг/кв.м."
"Б0026192;Смесь цементно-песчаная  М-150 25 кг;Сухие строительные смеси;Цементно песчанная смесь (ЦПС);;10450;10230;260;;;шт;132;0;Цементно-песчанная смесь обеспечивает высокую прочность при тверденииустойчива к усадкеотличается повышенной прочностью сцепления к строительному элементу. Её отличные связующие качества делают её подходящей для работ при монтаже фундаментов из сборных элементоввозведении промышленныхжилых зданий и сооруженийа также для первичного выравнивания полов (цементных стяжек).Расход:21кг/м2 при толщине 1ммтолщина слоя 5-40 мм."
"Б0026098;Шпаклевка  полимерная  суперфинишная \Ультрафайн\ (25 кг) PERFEKTA;Сухие строительные смеси;Шпаклевка;;50350;49290;29;;;меш;hpaklevka_ultrafain;0;Предназначена для окончательного выравнивания стен и потолков. Наносится на бетонные основанияцементные и гипсовые штукатуркиГКЛГВЛПГПЦСПСМЛлюбые другие минеральные основанияне требующие толстослойного выравнивания. Является финишным слоем при подготовке поверхностей под последующее окрашиваниеоклеивание обоями. Рекомендуется для устранения мельчайших дефектов поверхности. Для внутренних работ. <br> Расход смеси при слое 1 мм 	 1 кг/м2"
"Б0026100;Шпаклевка  цементная \Глайд Премиум\ (20 кг) PERFEKTA;Сухие строительные смеси;Шпаклевка;;36860;36084;0.01;;;меш;glaid_premium;0;Предназначена для высококачественного финишного выравнивания фасадов зданийа также стен и потолков из бетонаячеистого бетонаоштукатуренных поверхностейГКЛГВЛЦСПСМЛ под последующее нанесение декоративных покрытий в сухих и влажных помещениях. Используется также для заделки трещинвыбоинуглублений. Цвет белый<br>Расход смеси при толщине слоя 1 мм 	1 кг/ м2"
"Б0003588;Шпаклевка базовая цементная \Глайд Стандарт\ (20 кг) PERFEKTA;Сухие строительные смеси;Шпаклевка;;27455;26877;3;;;меш;glaydStandart_r;0;Для высококачественногофинишного выравнивания фасадов зданий ( выше цокольной части)стен и потолков в сухих и влажных помещениях. Рекомендуется под последующее нанесение декоративных покрытий. Наносится от 0 до 6 мм. Расход 1 кг/кв. м при слое 1 мм. Цвет серый"
"Б0026225;Шпаклевка гипсовая базовая \ЭкоСтарт\ (20 кг) PERFEKTA;Сухие строительные смеси;Шпаклевка;;29165;28551;0.01;;;меш;hpaklevka_ecof_right;0;"
"Б0003589;Шпаклевка гипсовая финишная \ЭкоФиниш\ (20 кг) PERFEKTA;Сухие строительные смеси;Шпаклевка;;31065;30411;172;;;меш;hpaklevka_right;0;Для окончательного выравнивания стен и потолков. Наносится слоем от 1 до 5 мм. Применяется для заделки швов ГКЛ. Для внутренних работ. Цвет белый. Рекомендуемая толщина слоя 1-5 мм. Расход смеси при слое 1 мм - 09 кг/кв.м"
"Б0000042;Шпаклевка гипсовая Фуген 25кг  KNAUF;Сухие строительные смеси;Шпаклевка;;49400;48360;3;;;меш;Gips_Fugen;0;Шпаклевка для швов Фугенфюллер приготовлена на основе гипса и в комбинации с армирующей лентой предназначена для заделки швовобразуемых гипсокартонными листами (ГКЛ) с утоненными кромкамизаделки на них трещин и других дефектовдля приклеивания к ровной поверхности гипсокартонных листов и комбинированных панелейдля заделки швовраковин и неровностей сборных бетонных элементовдля склеивания и шпаклевания гипсовых элементов ."
"Б0000221;Шпаклевка универсальная белая 20кг Вебер JS;Сухие строительные смеси;Шпаклевка;;80275;78585;1;;;меш;JSweber;0;Специальная смесь на основе полимерного клея для заполнения швов гипсокартонных плит и выравнивания стен и потолков в сухих помещениях ручным и механизированным нанесением. Толщина слоя: 1-2 мм/одно нанесение. Расход смеси: 12 кг/м2 при толщине слоя 1 мм"
"Б0000222;Шпаклевка финишная  LR+     25 кг Ветонит;Сухие строительные смеси;Шпаклевка;;67500;67500;29.01;;;меш;lr+;1;Финишная шпаклевка на полимерном связующем для следующих основ: бетонгипсгипсокартонная плита и основыобработанные шпаклевками для стен или штукатурными растворами. Толщина слоя: 1-3 мм/одно нанесение. Расход смеси: 1кг/м2 при толщине слоя 1 мм"
"Б0000041;Шпаклевка финишная  Унифлот 25кг КНАУФ (KNAUF);Сухие строительные смеси;Шпаклевка;;160000;160000;03.01;;;меш;sd_00019;0;Высокоадгезионнаябезусадочная сухая шпаклевочная смесь на основе высокопрочного гипса и специальных добавок. Отличается особой прочностью и эластичностью. Применяется для заделки стыков ГКЛ и панелей на их основе. ГКЛ с полукруглой утоненной кромкой шпаклюются без армирующей ленты. Используются для шпаклевания поверхностей бетонагипсовых и цементных штукатурокГКЛ под окраску и оклейку обоями."
"Б0002337;Крепеж для маяков под штукатурку  (25 шт);Сухие строительные смеси;Штукатурка гипсовая;;5700;5580;17;;;упак;;0;"
"Б0026147;Крепеж для маяков под штукатурку  (50шт) \Ровные стены\;Сухие строительные смеси;Штукатурка гипсовая;;15675;15345;39;;;шт;;0;"
"Б0000972;Штукатурка гипсовая  \Волма-Пласт\ 30кг;Сухие строительные смеси;Штукатурка гипсовая;;27075;26505;0.01;;;меш;;0;Сухая штукатурная смесь на основе гипсового вяжущего и заполнителя с применением минеральных и химических добавокобеспечивающих высокую адгезиюводоудерживающую способность и оптимальное время работы. Расход на 1м2 при толщине слоя 1см - 10 кг."
"Б0000974;Штукатурка гипсовая  \Волма-Слой\  30 кг;Сухие строительные смеси;Штукатурка гипсовая;;33000;33000;78;;;меш;volmasloy;0;Гипсовая штукатурка (белая) для ручного оштукатуривания стен и потолков под облицовку керамической плиткойоклейку обоями или покраску без дополнительного шпаклеванияизготовления декоративных элементовпроведения реставрационных работ. Расход смеси: 8-9 кг/м2 при толщине слоя 10 мм"
"Б0000044;Штукатурка гипсовая  Ротбанд  30кг KNAUF;Сухие строительные смеси;Штукатурка гипсовая;;46000;46000;31.01;;;меш;rotband;1;Ротбанд универсальная сухая штукатурная смесь на основе гипсового вяжущего с добавкамиобеспечивающими повышенную адгезию. Предназначена для высококачественного оштукатуривания вручную потолков и стен с обычным твердым основанием (бетонкирпичцементная штукатурка)а также поверхностей из пенополистиролаЦСПвнутри помещений с нормальной влажностьюа также в кухнях и ванных. Особенно рекомендуется для гладких бетонных потолочных и стеновых поверхностей."
"Б0003581;Штукатурка гипсовая \Гипстар\ белая (30 кг) PERFEKTA;Сухие строительные смеси;Штукатурка гипсовая;;33500;33500;96;Цвет:белый;;меш;GIPSTAR_White_right;0;Для высококачественного оштукатуривания стен и потолков из бетонагазо- и пенобетонакирпичакаменных и любых поверхностей внутри помещений с нормальной влажностью. Наносится слоем до 60 мм без штукатурной сетки. Для ручного нанесения. Цвет белый. Рекомендуемая толщина слоя 5-60 мм. Расход смеси при слое 10 мм - 8 кг/ кв.м"
"Б0003587;Штукатурка декоративная  25 мм \Короед\ (25 кг) PERFEKTA;Сухие строительные смеси;Штукатурка декоративная;;39330;38502;43;;;меш;sht_koroed_right;0;Предназначена для создания тонкослойного декоративно-защитного слоя при отделке фасадов зданийв том числе в системах фасадной теплоизоляцииа также в любых типах помещений. Наносится на все виды стандартных оснований (бетонцементныецементно-известковые и гипсовые штукатурки). Для системы фасадной теплоизоляции. Под окрашиваниедля внутренних и наружных работ. Паропроницаемая. Цвет белый. Максимальная фракция 25 мм. Расход смеси при слое 25 мм 3-35 кг/кв.м."
"Б0026182;Штукатурка декоративная  2мм \Шуба\ (25 кг) PERFEKTA;Сухие строительные смеси;Штукатурка декоративная;;41325;40455;94;;;меш;sht_shuba_right;0;Предназначена для создания тонкого фактурного декоративно-защитного штукатурного слоя с фактурой “шуба” при отделке различных поверхностей жилыхадминистративныхобщественных и промышленных зданий и сооружений. Обладает высокой пластичностьюпрочностью и адгезией. После высыхания образует надёжный трещиностойкийпаропроницаемыйатмосферостойкий и морозостойкий слойнадёжно защищающий фасад от механических повреждений и воздействия неблагоприятных климатических условийпригодный под последующую окраску или пропитку гидрофобизирующими составами.Применяется при отделке фасадов зданийсухих и влажных помещений. Основания: бетонныегипсовыецементно-известковые и цементно-песчаные основанияГКЛГВЛПГП. Цвет белый. Расход смеси при слое 25 мм 30 – 35 кг/м2"
"Б0003629;Штукатурка цементная фасадная (25 кг) PERFEKTA \Выравнивающая\;Сухие строительные смеси;Штукатурка цементная;;22040;21580;27;;;меш;htukaturka_viravn;0;Предназначена для выравнивания стен внутри и снаружи здания. Используется од послед. декорат.отделку (шпаклеваниеотделку декорат.штукатуркамиплиточную облицовку или окрашивание). Применяется для отделки фасадовцоколейподвалов и помещений с любой степенью влажностиобладает трещиностойкостью и обеспечивает надежную защиту фасадов от атмосферных воздействий. Технич хар-ки: цвет серыйпрочяность на сжатие не менее 10 МПакоэффициент паропроницаемости 01мг/м*ч*Паморозостойкость 50 циклов. Рекоменд. толщина слоя от 10-40ммрасход при толщине слоя 10 мм- 15кг/м2"
"Б0003595;Минвата \Роклайт\ 1200х600х100мм (0432м3) 6шт. (432м2);Утеплители и Теплоизоляция;Базальтовый утеплитель;;60800;59520;16;;;упак;rocklait;0;РОКЛАЙТ – это легкие гидрофобизированныенегорючие тепло-звукоизоляционные плиты из минеральной ваты на основе горных пород базальтовой группы. Область применения: плиты теплоизоляционные минераловатные РОКЛАЙТ предназначены для использования в качестве не нагружаемого теплозвукоизоляционного слоя в строительных конструкциях и системах в горизонтальномвертикальном и наклонном положении."
"Б0001142;Минвата \Роклайт\ 1200х600х50мм (0432м3) 12шт. (864м2);Утеплители и Теплоизоляция;Базальтовый утеплитель;;56050;54870;27;;;упак;rocklait;1;РОКЛАЙТ – это легкие гидрофобизированныенегорючие тепло-звукоизоляционные плиты из минеральной ваты на основе горных пород базальтовой группы. Область применения: плиты теплоизоляционные минераловатные РОКЛАЙТ предназначены для использования в качестве не нагружаемого теплозвукоизоляционного слоя в строительных конструкциях и системах в горизонтальномвертикальном и наклонном положении."
"Б0002243;Минвата ТехноФас  1200*600*100мм (0216 м3);Утеплители и Теплоизоляция;Базальтовый утеплитель;;100225;98115;10;;;упак;;0;"
"Б0000756;Минвата ТехноФас 1200х600х50мм (0216 м3);Утеплители и Теплоизоляция;Базальтовый утеплитель;;100225;98115;7;;;упак;;0;"
"ДХ1539;Теплоизоляция КОРУНД сверхтонкая 10л;Утеплители и Теплоизоляция;Жидкая теплоизоляция;;408500;399900;2;;;шт;korundKlass;0;Для теплоизоляции трубопроводов горячего и холодного водоснабженияпаропроводовфасадов зданийразличных ёмкостейцистернтрейлероврефрижераторов и т.п. Для исключения конденсата на трубах холодного и горячего водоснабжениявоздуховодовдля систем кондиционирования и охлаждения. Для объектов с t эксплуатации от -60 до +150С."
"Б0000289;Теплоизоляция КОРУНД сверхтонкая 5л;Утеплители и Теплоизоляция;Жидкая теплоизоляция;;213750;209250;2;;;шт;korundKlass;0;Для теплоизоляции трубопроводов горячего и холодного водоснабженияпаропроводовфасадов зданийразличных ёмкостейцистернтрейлероврефрижераторов и т.п. Для исключения конденсата на трубах холодного и горячего водоснабжениявоздуховодовдля систем кондиционирования и охлаждения. Для объектов с t эксплуатации от -60 до +150С."
"ДХ1540;Теплоизоляция КОРУНД Фасад сверхтонкая 10л;Утеплители и Теплоизоляция;Жидкая теплоизоляция;;456000;446400;1;;;шт;korundfasad;0;"
"ДХ1541;Теплоизоляция КОРУНД Фасад сверхтонкая 5л;Утеплители и Теплоизоляция;Жидкая теплоизоляция;;228000;223200;1;;;шт;korundfasad;0;"
"Б0003402;Утеплитель ППУ POLYNOR 890 млпрофесс.всесезонный;Утеплители и Теплоизоляция;Жидкая теплоизоляция;;46550;45570;48;;;шт;polynor;0;"
"ДХ1510;Геотекстиль для дорожных работ Наноизол 130 (80 кв.м);Утеплители и Теплоизоляция;Изоляционные пленки;;171190;167586;1;;;рул;;0;Нетканный материал из бесконечных полипропиленовых волокончто обеспечивает изотропностьстойкость к различным химическим соединениям. Основные функции: фильтрация и разделение слов. Область примения: мощение тротуарной плиткой (брусчаткойкамнем)укрепление неэксплуатируемых насыпейустр-во плоских кровель(защита ПВХ мембран)укрепление спорт.площадокограничение роста корней растений."
"Б0001033;Геотекстиль для дорожных работ Наноизол 150 (452 кв.м);Утеплители и Теплоизоляция;Изоляционные пленки;;142215;139221;1;;;рул;;0;Обл.применения: дренаж фундаментных стен: предотвращает проникновение мелких фракций грунта в дренажный слой и заиливание дренажных труб, обертывание дренажных труб: предотвращает заиливание дренажных систем из перфорированных труб, искусственные пляжи водоемов: предотвращает потери песка в илистом грунте берегов водоемазащита мембран (пленки) для прудов и водоемовустройство подъездных дорожек с небольшой нагрузкойпроездовпарковочных мест и дет. площадок."
"ДХ1123;Гидропароизоляция Наноизол D (70кв.м.) высокой прочности;Утеплители и Теплоизоляция;Изоляционные пленки;;121315;118761;3;;;рул;;0;На основе тканного полипропиленового полотна с одност. ламинир. покрытием из полипропиленовой пленки. Использ. как гидро-пароизоляция в неутепл. крышах для защиты дерев. элементов конструкций и чердачного перекрытия от подкровельного конденсатаатмосферной влаги и ветрапроник. в местах неплотной укладки кров.покрытия. Исп. как паробарьер при устр-ве утепл. кровелькак гидроизолир. прослойка в цементных стяжках при устр-ве полов в цокольныхподвальных перекрытиях и во влажных помещениях. Области применения: неутепл. кровлиполы по бетонным основаниямплоские кровлицокольные перекрытия."
"Б0001031;Гидропароизоляция Наноизол С (70 кв.м.);Утеплители и Теплоизоляция;Изоляционные пленки;;121315;118761;3;;;рул;;0;Двухсл. полипропилен. материал повыш. плотности с антиконденсатной поверхностью. Пименяется в кач-ве гидро-пароизоляции в неутепл. и плоских кровляхв качестве паробарьера для защиты утеплителя и др. элементов конструкции от насыщения парами воды изнутри помещения в конструкциях стенутепл.ровли. Использ. как гидроизолирующий материал в цементных стяжках при устр-ве полов в подвальных и цокольных перекрытиях.При укладке паркета и ламината примен. как пароизоляция"
"Б0026178;Гидропароизоляция с ламинир. покрытием Эколайф D (35кв.м);Утеплители и Теплоизоляция;Изоляционные пленки;;50825;49755;8;;;шт;ekolaifD;0;Гидропароизоляция на основе тканного полипропиленового полотна с односторонним ламинированным покрытием из полипропиленовый пленки. Используется как гидропароизоляция в неутепленных крышах для защиты деревянных элементов конструкций и чердачного перекрытия от подкровельного конденсатаатмосферной влаги и ветрапроникающих в местах неплотной укладки кровельно покрытия. <br>Используется как паробарьер при устройстве утепленных плоских кровелькак гидроизолирующая прослойка в цементных стяжках при устройстве полов в цокольныхподвальных перекрытиях и во влажных помещениях. Благодаря повышенной прочности и УФ-стабильности может применяться в качестве временной кровли или гидроизоляции стен (но не более 3-х мес.)<br>Облати применения: неутепленные кровляполы по бетонным основаниямплоские кровлицокольные перекрытия."
"Б0026177;Гидропароизоляция с ламинир. покрытием Эколайф D (70кв.м);Утеплители и Теплоизоляция;Изоляционные пленки;;101555;99420;2;;;шт;ekolaifD;0;Гидропароизоляция на основе тканного полипропиленового полотна с односторонним ламинированным покрытием из полипропиленовый пленки. Используется как гидропароизоляция в неутепленных крышах для защиты деревянных элементов конструкций и чердачного перекрытия от подкровельного конденсатаатмосферной влаги и ветрапроникающих в местах неплотной укладки кровельного покрытия. <br>Используется как паробарьер при устройстве утепленных плоских кровелькак гидроизолирующая прослойка в цементных стяжках при устройстве полов в цокольныхподвальных перекрытиях и во влажных помещениях. Благодаря повышенной прочности и УФ-стабильности может применяться в качестве временной кровли или гидроизоляции стен (но не более 3-х мес.)<br>Облати применения: неутепленные кровляполы по бетонным основаниямплоские кровлицокольные перекрытия."
"Б0002505;Гидропароизоляция Эколайф С (70кв.м.);Утеплители и Теплоизоляция;Изоляционные пленки;;100320;98208;3;;;шт;ekolaifC;0;Двухслойный полипропиленовый материал повышенной плотности с антиконденсатной поверхностью. <br>Применяется в качестве гидропароизоляции в неутепленных и плоских кровляхв качестве паробарьера для защиты утеплителя и др. элементов конструкций от насыщения парами воды изнутри помещения в конструкциях стенутепленной кровли и межэтажных перекрытий. <br>Используется как гидроизолирующий материал в цементных стяжках при устройстве полов в подвальных и цокольных перекрытиях. При укладке паркета и ламинатаматериал \""Эколайф С \"" применяется как пароизоляция. Области применения: неутепленные кровлимежэтажное перекрытияполы по бетонным основаниямплоские кровли."
"ДХ1126;Гидропароизоляция ЭКОНОМСТРОЙ D (35кв.м);Утеплители и Теплоизоляция;Изоляционные пленки;;54245;53103;2;;;рул;;0;"
"ДХ1122;Гидропароизоляция ЭКОНОМСТРОЙ С (35кв.м.);Утеплители и Теплоизоляция;Изоляционные пленки;;54245;53103;1;;;рул;;0;"
"Б0000164;Мембрана гидро-ветрозащ. подкровельная Наноизол А (70кв.м);Утеплители и Теплоизоляция;Изоляционные пленки;;121315;118761;3;;;рул;;0;Предназначен для защиты утеплителя и строит. конструкций от влагиветра и подкров.конденсата. Использ в кач-ве защиты утеплителя и внутр. элементов стен и кровли от конденсата и ветра в зданиях всех типов. Крепится с внешней стороны утеплителя под наружной облицовкой стены или кровельным покрытием на двойной обрешетке обеспечивая два вентиляц. зазора- между пленкой и кровлей и между пленкой и утеплителя."
